timestamp,temperature,humidity,pressure,anomaly,anomaly_type,rule_missing_temperature,rule_temp_frozen,rule_temp_drift,rule_anomaly,rule_anomaly_type
2024-01-11 08:00:00,13.2,77,1020.0,0,normal,0,0,0,0,normal
2024-01-11 09:00:00,10.2,77,1020.3,0,normal,0,0,0,0,normal
2024-01-11 10:00:00,13.7,73,1018.8,0,normal,0,0,0,0,normal
2024-01-11 11:00:00,13.2,74,1018.7,0,normal,0,0,0,0,normal
2024-01-11 12:00:00,10.0,75,1019.1,0,normal,0,0,0,0,normal
2024-01-11 13:00:00,9.1,93,1018.7,0,normal,0,0,0,0,normal
2024-01-11 14:00:00,7.0,96,1019.6,0,normal,0,0,0,0,normal
2024-01-11 15:00:00,6.2,97,1019.3,0,normal,0,0,0,0,normal
2024-01-11 16:00:00,6.1,96,1019.5,0,normal,0,0,0,0,normal
2024-01-11 17:00:00,6.3,95,1019.8,0,normal,0,0,0,0,normal
2024-01-11 18:00:00,6.3,95,1020.0,0,normal,0,0,0,0,normal
2024-01-11 19:00:00,5.9,96,1019.6,0,normal,0,0,0,0,normal
2024-01-11 20:00:00,4.3,97,1018.4,0,normal,0,0,0,0,normal
2024-01-11 21:00:00,4.2,97,1017.9,0,normal,0,0,0,0,normal
2024-01-11 22:00:00,4.3,97,1017.5,0,normal,0,0,0,0,normal
2024-01-11 23:00:00,4.5,97,1017.2,0,normal,0,0,0,0,normal
2024-01-12 00:00:00,4.4,96,1017.3,0,normal,0,0,0,0,normal
2024-01-12 01:00:00,4.3,96,1017.6,0,normal,0,0,0,0,normal
2024-01-12 02:00:00,4.1,96,1018.2,0,normal,0,0,0,0,normal
2024-01-12 03:00:00,5.4,97,1020.1,0,normal,0,0,0,0,normal
2024-01-12 04:00:00,7.0,92,1019.7,0,normal,0,0,0,0,normal
2024-01-12 05:00:00,9.2,88,1020.1,0,normal,0,0,0,0,normal
2024-01-12 06:00:00,7.8,86,1020.8,0,normal,0,0,0,0,normal
2024-01-12 07:00:00,12.7,75,1019.0,0,normal,0,0,0,0,normal
2024-01-12 08:00:00,14.0,70,1017.8,0,normal,0,0,0,0,normal
2024-01-12 09:00:00,11.0,75,1018.9,0,normal,0,0,0,0,normal
2024-01-12 10:00:00,14.8,67,1017.0,0,normal,0,0,0,0,normal
2024-01-12 11:00:00,13.9,72,1017.2,0,normal,0,0,0,0,normal
2024-01-12 12:00:00,9.4,87,1018.6,0,normal,0,0,0,0,normal
2024-01-12 13:00:00,10.5,90,1017.7,0,normal,0,0,0,0,normal
2024-01-12 14:00:00,10.0,93,1018.1,0,normal,0,0,0,0,normal
2024-01-12 15:00:00,9.3,95,1018.1,0,normal,0,0,0,0,normal
2024-01-12 16:00:00,8.0,96,1018.3,0,normal,0,0,0,0,normal
2024-01-12 17:00:00,6.9,97,1018.0,0,normal,0,0,0,0,normal
2024-01-12 18:00:00,6.7,98,1017.8,0,normal,0,0,0,0,normal
2024-01-12 19:00:00,6.4,98,1017.8,0,normal,0,0,0,0,normal
2024-01-12 20:00:00,6.5,98,1017.8,0,normal,0,0,0,0,normal
2024-01-12 21:00:00,6.8,99,1017.2,0,normal,0,0,0,0,normal
2024-01-12 22:00:00,6.7,99,1017.0,0,normal,0,0,0,0,normal
2024-01-12 23:00:00,6.8,98,1016.9,0,normal,0,0,0,0,normal
2024-01-13 00:00:00,6.6,98,1017.2,0,normal,0,0,0,0,normal
2024-01-13 01:00:00,6.7,97,1017.5,0,normal,0,0,0,0,normal
2024-01-13 02:00:00,6.5,98,1018.2,0,normal,0,0,0,0,normal
2024-01-13 03:00:00,7.0,94,1019.4,0,normal,0,0,0,0,normal
2024-01-13 04:00:00,7.5,95,1019.6,0,normal,0,0,0,0,normal
2024-01-13 05:00:00,9.2,88,1019.9,0,normal,0,0,0,0,normal
2024-01-13 06:00:00,9.4,84,1020.1,0,normal,0,0,0,0,normal
2024-01-13 07:00:00,13.4,73,1018.7,0,normal,0,0,0,0,normal
2024-01-13 08:00:00,14.9,68,1017.9,0,normal,0,0,0,0,normal
2024-01-13 09:00:00,12.8,75,1018.2,0,normal,0,0,0,0,normal
2024-01-13 10:00:00,15.9,65,1016.6,0,normal,0,0,0,0,normal
2024-01-13 11:00:00,15.2,71,1016.1,0,normal,0,0,0,0,normal
2024-01-13 12:00:00,11.0,88,1017.2,0,normal,0,0,0,0,normal
2024-01-13 13:00:00,9.5,90,1016.7,0,normal,0,0,0,0,normal
2024-01-13 14:00:00,8.3,93,1017.1,0,normal,0,0,0,0,normal
2024-01-13 15:00:00,7.4,96,1017.5,0,normal,0,0,0,0,normal
2024-01-13 16:00:00,6.2,99,1017.8,0,normal,0,0,0,0,normal
2024-01-13 17:00:00,5.3,100,1018.6,0,normal,0,0,0,0,normal
2024-01-13 18:00:00,4.5,100,1018.6,0,normal,0,0,0,0,normal
2024-01-13 19:00:00,4.4,100,1018.5,0,normal,0,0,0,0,normal
2024-01-13 20:00:00,5.0,99,1018.4,0,normal,0,0,0,0,normal
2024-01-13 21:00:00,4.9,100,1018.3,0,normal,0,0,0,0,normal
2024-01-13 22:00:00,5.0,98,1017.8,0,normal,0,0,0,0,normal
2024-01-13 23:00:00,5.3,98,1017.6,0,normal,0,0,0,0,normal
2024-01-14 00:00:00,5.5,98,1017.6,0,normal,0,0,0,0,normal
2024-01-14 01:00:00,5.9,99,1018.0,0,normal,0,0,0,0,normal
2024-01-14 02:00:00,6.0,97,1018.5,0,normal,0,0,0,0,normal
2024-01-14 03:00:00,5.0,100,1019.9,0,normal,0,0,0,0,normal
2024-01-14 04:00:00,6.1,96,1019.7,0,normal,0,0,0,0,normal
2024-01-14 05:00:00,7.2,96,1020.3,0,normal,0,0,0,0,normal
2024-01-14 06:00:00,8.0,89,1020.8,0,normal,0,0,0,0,normal
2024-01-14 07:00:00,11.2,82,1018.8,0,normal,0,0,0,0,normal
2024-01-14 08:00:00,13.0,74,1018.2,0,normal,0,0,0,0,normal
2024-01-14 09:00:00,11.4,73,1017.9,0,normal,0,0,0,0,normal
2024-01-14 10:00:00,14.3,69,1016.6,0,normal,0,0,0,0,normal
2024-01-14 11:00:00,13.7,71,1016.5,0,normal,0,0,0,0,normal
2024-01-14 12:00:00,11.0,75,1017.0,0,normal,0,0,0,0,normal
2024-01-14 13:00:00,8.2,91,1018.1,0,normal,0,0,0,0,normal
2024-01-14 14:00:00,7.0,94,1018.5,0,normal,0,0,0,0,normal
2024-01-14 15:00:00,6.2,95,1018.6,0,normal,0,0,0,0,normal
2024-01-14 16:00:00,5.2,97,1018.9,0,normal,0,0,0,0,normal
2024-01-14 17:00:00,4.6,99,1019.0,0,normal,0,0,0,0,normal
2024-01-14 18:00:00,4.0,99,1019.0,0,normal,0,0,0,0,normal
2024-01-14 19:00:00,3.6,100,1038.4187723025138,1,pressure_spike,0,0,0,0,normal
2024-01-14 20:00:00,3.1,100,1018.6,0,normal,0,0,0,0,normal
2024-01-14 21:00:00,3.4,100,1018.3,0,normal,0,0,0,0,normal
2024-01-14 22:00:00,4.9,100,1017.9,0,normal,0,0,0,0,normal
2024-01-14 23:00:00,5.2,99,1017.4,0,normal,0,0,0,0,normal
2024-01-15 00:00:00,6.0,97,1017.2,0,normal,0,0,0,0,normal
2024-01-15 01:00:00,5.9,96,1017.6,0,normal,0,0,0,0,normal
2024-01-15 02:00:00,5.8,95,1017.9,0,normal,0,0,0,0,normal
2024-01-15 03:00:00,5.0,100,1019.9,0,normal,0,0,0,0,normal
2024-01-15 04:00:00,6.5,98,1019.3,0,normal,0,0,0,0,normal
